Property ID,Property Type,Price (INR),Location,Bedrooms,Bathrooms,Square Footage,Amenities,Year Built,Property Description
PROP-0624,Condo,52576750,Chattarpur,4,3,3243,"Swimming Pool, Power Backup, Garden, Parking, Security",2012,A cozy home with a stunning view.
PROP-0625,House,170275940,Vasant Kunj,4,3,1757,"Gym, Lift, Power Backup",2017,A cozy home with a stunning view.
PROP-0626,Apartment,167127350,Karol Bagh,4,4,4513,"Gym, 24/7 Water Supply, Garden, Parking",1981,Newly renovated with smart home features.
PROP-0627,Condo,108266212,Vasant Kunj,5,2,1885,"Security, Swimming Pool, Lift",1985,Affordable yet stylish and comfortable.
PROP-0628,House,124963405,Connaught Place,1,2,3149,"Security, Garden, 24/7 Water Supply, Lift, Gym",2002,A cozy home with a stunning view.
PROP-0629,House,52057783,Greater Kailash,3,4,928,"Gym, Power Backup, Clubhouse, 24/7 Water Supply, Swimming Pool",1988,Affordable yet stylish and comfortable.
PROP-0630,House,4810306,Rohini,2,3,4229,"Security, Lift, Parking",1995,Spacious and well-lit with modern amenities.
PROP-0631,Villa,56697332,Vasant Kunj,3,4,3984,"Parking, Lift",2015,A cozy home with a stunning view.
PROP-0632,Villa,116312054,Karol Bagh,2,3,1525,"Security, Parking, 24/7 Water Supply, Lift",2023,Luxury property with top-notch features.
PROP-0633,Condo,154911501,Greater Kailash,6,4,1585,"Gym, Clubhouse",2019,Affordable yet stylish and comfortable.
PROP-0634,Villa,3368200,Greater Kailash,5,4,2339,"Security, Lift",1983,Affordable yet stylish and comfortable.
PROP-0635,Villa,40132350,Saket,6,4,4478,"Power Backup, Security",1994,Spacious and well-lit with modern amenities.
PROP-0636,Villa,54638959,Chattarpur,4,3,866,"Security, Power Backup, Clubhouse, Parking, Lift",2007,Affordable yet stylish and comfortable.
PROP-0637,House,20141790,Saket,1,1,3197,"Swimming Pool, Lift, Clubhouse, Parking",2006,A cozy home with a stunning view.
PROP-0638,Apartment,27137310,Chattarpur,5,1,3083,"Lift, Parking, Power Backup, Clubhouse, 24/7 Water Supply",2004,Spacious and well-lit with modern amenities.
PROP-0639,Condo,20987251,South Extension,5,4,1238,"Security, Gym, Power Backup",2006,Luxury property with top-notch features.
PROP-0640,Villa,123136509,Chattarpur,5,4,4645,"Gym, 24/7 Water Supply, Garden",2019,Newly renovated with smart home features.
PROP-0641,House,122038000,Pitampura,5,1,730,"Lift, Garden, 24/7 Water Supply, Power Backup",2019,Affordable yet stylish and comfortable.
PROP-0642,Apartment,189015066,Karol Bagh,6,4,1920,"Security, Clubhouse, Gym",2006,A cozy home with a stunning view.
PROP-0643,Apartment,177248920,Karol Bagh,3,3,3066,"Garden, Gym",2016,Affordable yet stylish and comfortable.
PROP-0644,Apartment,3824244,Karol Bagh,5,1,2998,"Gym, 24/7 Water Supply",1981,"Ideal for families, located in a prime area."
PROP-0645,Apartment,115275900,Dwarka,6,1,2096,"Swimming Pool, Gym, 24/7 Water Supply, Lift, Parking",2009,Spacious and well-lit with modern amenities.
PROP-0646,House,4811720,Karol Bagh,1,4,4451,"Clubhouse, Security, Power Backup, Parking",2001,Luxury property with top-notch features.
PROP-0647,Villa,194746859,Greater Kailash,1,1,688,"24/7 Water Supply, Clubhouse",2023,"Ideal for families, located in a prime area."
PROP-0648,Villa,146048212,Rohini,4,3,2675,"Clubhouse, 24/7 Water Supply",1983,Spacious and well-lit with modern amenities.
PROP-0649,Condo,51809567,Karol Bagh,3,4,4264,"Garden, Power Backup, Clubhouse",1998,Newly renovated with smart home features.
PROP-0650,Villa,181047696,Greater Kailash,3,1,4161,"Garden, 24/7 Water Supply",1989,"Ideal for families, located in a prime area."
PROP-0651,House,16360158,Preet Vihar,1,4,3882,"Gym, Parking, Swimming Pool",2001,Newly renovated with smart home features.
PROP-0652,Villa,18636784,Vasant Kunj,2,1,1053,"Clubhouse, Garden, 24/7 Water Supply, Swimming Pool, Gym",1990,Affordable yet stylish and comfortable.
PROP-0653,Apartment,17060459,Pitampura,6,4,2326,"Power Backup, Security",2011,Spacious and well-lit with modern amenities.
PROP-0654,House,195885907,Lajpat Nagar,2,4,1600,"Security, Parking, Power Backup, 24/7 Water Supply, Swimming Pool",2011,Spacious and well-lit with modern amenities.
PROP-0655,Apartment,121517414,Pitampura,2,4,2249,"Garden, Lift",1994,Newly renovated with smart home features.
PROP-0656,Villa,158894081,Karol Bagh,5,4,3776,"Power Backup, Parking",2009,Newly renovated with smart home features.
PROP-0657,Apartment,26484996,South Extension,4,2,3528,"24/7 Water Supply, Security",1993,Spacious and well-lit with modern amenities.
PROP-0658,Apartment,45863001,Rohini,1,4,1174,"Parking, Clubhouse, Lift, Garden, Security",2003,Newly renovated with smart home features.
PROP-0659,House,69312055,South Extension,5,1,771,"Security, Gym",2009,Affordable yet stylish and comfortable.
PROP-0660,Apartment,191073009,Lajpat Nagar,2,2,3727,"24/7 Water Supply, Security, Clubhouse",1999,Luxury property with top-notch features.
PROP-0661,House,43597151,Connaught Place,4,3,1429,"Garden, Clubhouse",2009,"Ideal for families, located in a prime area."
PROP-0662,Villa,9074865,Pitampura,1,2,3478,"Parking, 24/7 Water Supply",1981,Luxury property with top-notch features.
PROP-0663,Apartment,103154724,Saket,3,3,1720,"Garden, Gym, Swimming Pool, Parking",2008,Spacious and well-lit with modern amenities.
PROP-0664,Villa,10530801,Dwarka,3,1,3102,"Clubhouse, Gym, Security, Parking, Swimming Pool",2006,Luxury property with top-notch features.
PROP-0665,Villa,198926529,Pitampura,3,3,1375,"Clubhouse, Lift, 24/7 Water Supply, Swimming Pool",1991,Luxury property with top-notch features.
PROP-0666,Condo,81663735,Karol Bagh,6,4,649,"Swimming Pool, Gym, Parking, Power Backup",1993,Affordable yet stylish and comfortable.
PROP-0667,Villa,49836402,Saket,2,3,3243,"Parking, Power Backup, 24/7 Water Supply, Lift",1997,"Ideal for families, located in a prime area."
PROP-0668,Condo,59699888,Karol Bagh,3,1,1570,"24/7 Water Supply, Lift",2013,Newly renovated with smart home features.
PROP-0669,House,67137579,Pitampura,6,1,4549,"Swimming Pool, Clubhouse, Gym, Power Backup, Security",1988,Spacious and well-lit with modern amenities.
PROP-0670,Villa,53050679,Dwarka,6,2,845,"Lift, Garden",1997,Luxury property with top-notch features.
PROP-0671,House,118669322,Greater Kailash,4,4,2492,"24/7 Water Supply, Clubhouse",2017,Affordable yet stylish and comfortable.
PROP-0672,House,179334285,Dwarka,3,1,1127,"Garden, Swimming Pool",2000,Affordable yet stylish and comfortable.
PROP-0673,Villa,99630873,Dwarka,1,3,1866,"Garden, Swimming Pool",2017,"Ideal for families, located in a prime area."
PROP-0674,Apartment,189128986,Preet Vihar,2,4,2012,"Security, Power Backup",2008,Luxury property with top-notch features.
PROP-0675,Condo,161390621,Rohini,4,3,3358,"Garden, Parking, Power Backup, Gym, Clubhouse",2019,Luxury property with top-notch features.
PROP-0676,Apartment,152686477,Chattarpur,4,4,1118,"Garden, 24/7 Water Supply, Gym",2020,Luxury property with top-notch features.
PROP-0677,Villa,157428928,South Extension,3,1,4203,"Swimming Pool, Lift",1991,"Ideal for families, located in a prime area."
PROP-0678,Condo,94267282,Chattarpur,6,3,3893,"Lift, Gym, Parking, Clubhouse, Security",1995,Luxury property with top-notch features.
PROP-0679,Villa,20736739,Rohini,1,2,3756,"Clubhouse, Gym",1987,Newly renovated with smart home features.
PROP-0680,Villa,169037681,Greater Kailash,1,3,4750,"Power Backup, 24/7 Water Supply, Garden, Gym, Security",1995,Newly renovated with smart home features.
PROP-0681,Apartment,153259698,Rohini,1,4,3180,"Power Backup, Parking",2007,Newly renovated with smart home features.
PROP-0682,Apartment,182010377,Pitampura,4,2,1251,"Power Backup, 24/7 Water Supply, Lift, Clubhouse, Security",2011,"Ideal for families, located in a prime area."
PROP-0683,Condo,3482532,Chattarpur,5,4,1723,"Gym, Clubhouse, Garden, Power Backup",2015,"Ideal for families, located in a prime area."
PROP-0684,Condo,142532814,Saket,3,2,1150,"Gym, Lift, 24/7 Water Supply, Swimming Pool, Power Backup",2022,Spacious and well-lit with modern amenities.
PROP-0685,Condo,59784108,Dwarka,1,1,4578,"Power Backup, Lift, Parking",1982,Newly renovated with smart home features.
PROP-0686,Condo,166211475,Vasant Kunj,2,3,4530,"Gym, Parking, Power Backup",1995,Affordable yet stylish and comfortable.
PROP-0687,House,43746347,Pitampura,1,1,4472,"Gym, Parking, Power Backup, Swimming Pool",2012,"Ideal for families, located in a prime area."
PROP-0688,House,57327412,Preet Vihar,1,4,2226,"Lift, Power Backup, Clubhouse, Security, Garden",2022,Affordable yet stylish and comfortable.
PROP-0689,Villa,7164214,Pitampura,5,4,838,"Swimming Pool, Clubhouse, Security",1998,Luxury property with top-notch features.
PROP-0690,Villa,64942559,South Extension,2,3,4610,"Gym, Garden, Power Backup",1980,Affordable yet stylish and comfortable.
PROP-0691,Villa,64680408,Saket,1,4,3909,"Parking, Clubhouse, Swimming Pool, Garden, Power Backup",2004,A cozy home with a stunning view.
PROP-0692,House,99469691,Connaught Place,4,2,2027,"Lift, Gym, Garden, 24/7 Water Supply, Power Backup",1993,"Ideal for families, located in a prime area."
PROP-0693,Condo,98149723,South Extension,6,4,3338,"Clubhouse, Garden, Lift",1995,A cozy home with a stunning view.
PROP-0694,House,21520821,Saket,4,4,1425,"24/7 Water Supply, Gym, Garden, Clubhouse",2016,"Ideal for families, located in a prime area."
PROP-0695,Villa,48377136,Preet Vihar,1,2,2813,"Gym, Swimming Pool",2004,Affordable yet stylish and comfortable.
PROP-0696,Condo,119377057,Chattarpur,1,2,2505,"Lift, Power Backup",2013,Spacious and well-lit with modern amenities.
PROP-0697,Condo,137027898,Connaught Place,4,2,1699,"Parking, 24/7 Water Supply, Gym, Garden",1993,"Ideal for families, located in a prime area."
PROP-0698,Condo,53158773,Dwarka,3,2,3984,"Parking, Security, Swimming Pool, Power Backup",2000,Affordable yet stylish and comfortable.
PROP-0699,House,27675703,South Extension,1,1,1046,"Parking, Gym, Lift",2021,Affordable yet stylish and comfortable.
PROP-0700,Condo,44271488,Vasant Kunj,3,3,618,"Power Backup, Garden",2011,Luxury property with top-notch features.
PROP-0701,Condo,97002194,Vasant Kunj,4,3,4659,"Garden, Power Backup, 24/7 Water Supply",2016,Luxury property with top-notch features.
PROP-0702,House,66195416,Dwarka,5,3,665,"Clubhouse, Power Backup, Garden, Parking",2014,Spacious and well-lit with modern amenities.
PROP-0703,House,40638018,Saket,6,1,3091,"Clubhouse, 24/7 Water Supply, Swimming Pool, Power Backup",2018,Affordable yet stylish and comfortable.
PROP-0704,House,133257993,Pitampura,1,4,3366,"Clubhouse, Security, Parking",1996,Affordable yet stylish and comfortable.
PROP-0705,Apartment,38304015,Karol Bagh,6,4,2989,"Garden, Clubhouse, Security",2023,Spacious and well-lit with modern amenities.
PROP-0706,Condo,57529998,Greater Kailash,1,1,2371,"24/7 Water Supply, Power Backup",2018,Spacious and well-lit with modern amenities.
PROP-0707,Condo,175316185,Rohini,2,1,4587,"Lift, Power Backup",1985,Luxury property with top-notch features.
PROP-0708,House,59890730,Rohini,1,1,1641,"Lift, Security, Swimming Pool",1986,Newly renovated with smart home features.
PROP-0709,Villa,103865828,Rohini,1,4,1023,"Gym, Garden, Security",1984,"Ideal for families, located in a prime area."
PROP-0710,Condo,77663162,Rohini,6,2,4133,"Clubhouse, Swimming Pool, Lift, Power Backup, Gym",2004,Affordable yet stylish and comfortable.
PROP-0711,Villa,124491126,Chattarpur,6,2,4297,"Security, Parking, Swimming Pool, Garden",1991,Spacious and well-lit with modern amenities.
PROP-0712,Apartment,88365398,Preet Vihar,6,4,2440,"Security, Swimming Pool, Parking, Power Backup, Lift",1986,Affordable yet stylish and comfortable.
PROP-0713,House,12064981,Greater Kailash,3,4,4323,"Power Backup, Garden, Lift",1986,Affordable yet stylish and comfortable.
PROP-0714,House,193305422,South Extension,5,2,737,"Swimming Pool, 24/7 Water Supply",2010,"Ideal for families, located in a prime area."
PROP-0715,Villa,153601963,Dwarka,3,3,3583,"Lift, Power Backup, Swimming Pool, Garden, Parking",2010,Luxury property with top-notch features.
PROP-0716,Villa,120843532,Saket,5,3,3353,"Power Backup, Gym, Clubhouse",1994,A cozy home with a stunning view.
PROP-0717,Apartment,188039539,South Extension,6,2,4636,"Garden, Parking",2001,Newly renovated with smart home features.
PROP-0718,Villa,6159437,Saket,3,1,1664,"Power Backup, Parking, Security, Swimming Pool",2011,Spacious and well-lit with modern amenities.
PROP-0719,House,6513762,Lajpat Nagar,3,3,2910,"Power Backup, Swimming Pool",2023,A cozy home with a stunning view.
PROP-0720,Condo,99172343,Rohini,4,3,866,"Gym, Security, Parking",2021,"Ideal for families, located in a prime area."
PROP-0721,Villa,165371945,Dwarka,2,3,4218,"Garden, Lift, Gym, Swimming Pool",2000,Luxury property with top-notch features.
PROP-0722,Condo,129084354,South Extension,1,4,2034,"Power Backup, Parking, Gym",1981,Luxury property with top-notch features.
PROP-0723,Apartment,83528080,Rohini,4,4,4764,"24/7 Water Supply, Parking, Lift, Garden",1984,Affordable yet stylish and comfortable.
PROP-0724,Condo,28893828,Karol Bagh,3,2,2387,"Lift, 24/7 Water Supply, Parking, Gym",1995,Spacious and well-lit with modern amenities.
PROP-0725,Apartment,83897218,South Extension,1,1,2947,"Parking, Gym",1990,"Ideal for families, located in a prime area."
PROP-0726,House,193433269,Karol Bagh,5,1,2747,"Parking, Swimming Pool",2023,Spacious and well-lit with modern amenities.
PROP-0727,Villa,103255885,Dwarka,3,2,4053,"Power Backup, Garden",1985,Newly renovated with smart home features.
PROP-0728,Apartment,112710654,Preet Vihar,1,4,2289,"Lift, Gym, Swimming Pool",2016,Affordable yet stylish and comfortable.
PROP-0729,Apartment,146063622,South Extension,5,1,3371,"24/7 Water Supply, Security",1992,Luxury property with top-notch features.
PROP-0730,Condo,119434090,Greater Kailash,5,3,3799,"Gym, Garden, 24/7 Water Supply, Power Backup",1985,Spacious and well-lit with modern amenities.
PROP-0731,House,108587528,Lajpat Nagar,5,3,1452,"Gym, Lift, Power Backup, Security, Parking",2002,A cozy home with a stunning view.
PROP-0732,Condo,141064140,Preet Vihar,1,2,866,"Power Backup, Security, Lift",1980,"Ideal for families, located in a prime area."
PROP-0733,Apartment,141196817,Vasant Kunj,6,3,575,"Swimming Pool, Security, Gym, Power Backup",1997,A cozy home with a stunning view.
PROP-0734,House,47127537,Lajpat Nagar,2,1,4092,"24/7 Water Supply, Security, Gym, Power Backup",1986,Newly renovated with smart home features.
PROP-0735,Villa,10933149,South Extension,5,2,4359,"24/7 Water Supply, Lift, Parking, Clubhouse, Gym",2023,Luxury property with top-notch features.
PROP-0736,House,30325466,Preet Vihar,5,2,3884,"Swimming Pool, 24/7 Water Supply, Parking",2010,Luxury property with top-notch features.
PROP-0737,Villa,194526071,Lajpat Nagar,2,2,2166,"Clubhouse, 24/7 Water Supply, Gym, Garden, Swimming Pool",2010,Spacious and well-lit with modern amenities.
PROP-0738,Apartment,150739553,Greater Kailash,6,4,1924,"Security, Parking",2023,Luxury property with top-notch features.
PROP-0739,Villa,175734848,Karol Bagh,3,2,1065,"Clubhouse, Lift",1991,Spacious and well-lit with modern amenities.
PROP-0740,Condo,111270345,Vasant Kunj,4,2,2544,"Clubhouse, Parking",1988,Newly renovated with smart home features.
PROP-0741,House,186210660,South Extension,5,2,554,"Garden, Power Backup, Gym, Parking, Swimming Pool",2013,Spacious and well-lit with modern amenities.
PROP-0742,Apartment,127083397,Preet Vihar,6,3,3318,"Security, 24/7 Water Supply",2012,Luxury property with top-notch features.
PROP-0743,House,185558660,Greater Kailash,6,4,1519,"Power Backup, Swimming Pool, Lift, Clubhouse",2008,"Ideal for families, located in a prime area."
PROP-0744,Condo,169838290,Karol Bagh,3,3,2471,"Parking, Gym, Lift, Swimming Pool, Security",2006,Affordable yet stylish and comfortable.
PROP-0745,Villa,166199340,Saket,5,2,2526,"Swimming Pool, Parking, 24/7 Water Supply, Lift",2012,Luxury property with top-notch features.
PROP-0746,Villa,39849156,Preet Vihar,4,2,3825,"Garden, Swimming Pool, Parking, Clubhouse",1988,Spacious and well-lit with modern amenities.
PROP-0747,House,140463497,Connaught Place,4,2,4631,"Security, 24/7 Water Supply, Clubhouse, Gym",1989,Newly renovated with smart home features.
PROP-0748,House,85409982,Dwarka,3,2,3207,"Garden, Lift",1991,A cozy home with a stunning view.
PROP-0749,Villa,6970645,Karol Bagh,6,3,2835,"Garden, Power Backup, Swimming Pool, 24/7 Water Supply",2011,Affordable yet stylish and comfortable.
PROP-0750,Apartment,61811161,Lajpat Nagar,4,2,3218,"24/7 Water Supply, Parking, Lift, Security",1985,"Ideal for families, located in a prime area."
PROP-0751,House,164582290,Rohini,5,3,3397,"Clubhouse, Parking, 24/7 Water Supply, Garden, Security",1994,Luxury property with top-notch features.
PROP-0752,House,57680333,Rohini,4,3,2540,"Parking, Gym, Lift, Power Backup",2022,Spacious and well-lit with modern amenities.
PROP-0753,Apartment,49590832,South Extension,1,3,948,"Security, Gym, Lift",1996,"Ideal for families, located in a prime area."
PROP-0754,Condo,68817217,Connaught Place,3,3,608,"Security, Gym",2016,Affordable yet stylish and comfortable.
PROP-0755,House,53657966,Chattarpur,4,2,4796,"24/7 Water Supply, Garden",1980,Luxury property with top-notch features.
PROP-0756,Condo,62629234,South Extension,5,1,533,"Clubhouse, Garden, Security",2006,Luxury property with top-notch features.
PROP-0757,House,23524956,Vasant Kunj,2,2,2794,"Power Backup, 24/7 Water Supply, Security, Swimming Pool, Clubhouse",2013,A cozy home with a stunning view.
PROP-0758,Villa,165185057,Preet Vihar,6,3,3937,"Power Backup, Gym, Swimming Pool",1984,Affordable yet stylish and comfortable.
PROP-0759,Condo,189709189,Greater Kailash,6,2,4515,"Gym, Clubhouse",1986,Spacious and well-lit with modern amenities.
PROP-0760,Villa,42017668,Dwarka,6,2,1470,"Gym, Swimming Pool",1981,"Ideal for families, located in a prime area."
PROP-0761,House,72442755,Chattarpur,4,1,3421,"Security, Swimming Pool, Parking, Lift",2019,Spacious and well-lit with modern amenities.
PROP-0762,Condo,24388079,Lajpat Nagar,5,3,1677,"Gym, Lift, Power Backup, Parking, 24/7 Water Supply",2022,A cozy home with a stunning view.
PROP-0763,Apartment,128703243,Dwarka,1,1,2867,"Swimming Pool, Power Backup, Clubhouse, Garden",2010,Spacious and well-lit with modern amenities.
PROP-0764,Villa,184160393,Chattarpur,3,3,1887,"Clubhouse, Parking, Swimming Pool, Security, Lift",1993,A cozy home with a stunning view.
PROP-0765,Condo,33054293,Pitampura,3,2,4407,"Gym, Security, Power Backup, Garden",1988,Spacious and well-lit with modern amenities.
PROP-0766,Apartment,98774043,Lajpat Nagar,6,1,4880,"Lift, Power Backup, Gym",2017,"Ideal for families, located in a prime area."
PROP-0767,Villa,50338311,Lajpat Nagar,6,1,4252,"Clubhouse, Swimming Pool, 24/7 Water Supply",1992,"Ideal for families, located in a prime area."
PROP-0768,Apartment,31983187,Greater Kailash,5,4,3637,"Clubhouse, Gym, Lift",1993,A cozy home with a stunning view.
PROP-0769,Condo,39163239,Vasant Kunj,2,3,3618,"Lift, Security, Clubhouse, Swimming Pool",2005,Newly renovated with smart home features.
PROP-0770,Apartment,175094924,Rohini,3,2,3118,"Gym, Swimming Pool, Lift",2017,Luxury property with top-notch features.
PROP-0771,Apartment,10683809,Preet Vihar,5,4,4571,"Gym, Clubhouse, Swimming Pool",1982,Affordable yet stylish and comfortable.
PROP-0772,House,179319135,Karol Bagh,6,2,4714,"Parking, Security, Power Backup, Garden, Swimming Pool",2020,Luxury property with top-notch features.
PROP-0773,Condo,36178541,Connaught Place,3,4,1479,"Security, Parking, Gym",2000,Newly renovated with smart home features.
PROP-0774,Condo,27101931,Chattarpur,1,3,3654,"Swimming Pool, Power Backup, Parking",2019,Spacious and well-lit with modern amenities.
PROP-0775,Apartment,180474229,South Extension,5,2,1988,"Security, Parking, Power Backup",2010,Spacious and well-lit with modern amenities.
PROP-0776,Condo,151844737,Greater Kailash,2,4,4762,"Clubhouse, Parking, Security",1999,A cozy home with a stunning view.
PROP-0777,Villa,123766104,Karol Bagh,2,1,1652,"Lift, Security, Power Backup, Gym",2001,Luxury property with top-notch features.
PROP-0778,Villa,6856001,Connaught Place,5,2,4295,"Lift, Gym, Swimming Pool, Parking",2002,Luxury property with top-notch features.
PROP-0779,Condo,26149097,Rohini,5,3,2328,"Lift, Power Backup",2002,A cozy home with a stunning view.
PROP-0780,Apartment,152983941,Rohini,6,2,3014,"Swimming Pool, Security",2011,A cozy home with a stunning view.
PROP-0781,Villa,179834350,Connaught Place,5,4,4385,"Gym, Garden",1993,A cozy home with a stunning view.
PROP-0782,Condo,111881396,South Extension,6,3,4169,"Swimming Pool, Clubhouse, 24/7 Water Supply, Lift, Gym",1987,A cozy home with a stunning view.
PROP-0783,Apartment,128726466,Greater Kailash,5,2,2187,"Power Backup, Garden, Parking, Security",1992,Luxury property with top-notch features.
PROP-0784,Villa,114004170,Preet Vihar,3,1,4236,"Power Backup, Gym",1986,Affordable yet stylish and comfortable.
PROP-0785,Apartment,62511175,Lajpat Nagar,6,4,4915,"Clubhouse, 24/7 Water Supply, Security, Gym, Swimming Pool",2019,Newly renovated with smart home features.
PROP-0786,Villa,112895663,Connaught Place,5,3,1784,"Garden, Security",2008,Affordable yet stylish and comfortable.
PROP-0787,Condo,143365491,Pitampura,4,1,4072,"Clubhouse, Security, Gym, Garden",1988,Luxury property with top-notch features.
PROP-0788,Apartment,178560212,Pitampura,2,3,786,"Clubhouse, Security, Swimming Pool, Gym, Lift",2002,Spacious and well-lit with modern amenities.
PROP-0789,House,153401243,Vasant Kunj,3,3,2868,"Gym, 24/7 Water Supply, Security, Swimming Pool, Garden",2004,"Ideal for families, located in a prime area."
PROP-0790,Villa,179948364,Karol Bagh,5,2,4816,"Gym, Clubhouse, Swimming Pool",2019,Affordable yet stylish and comfortable.
PROP-0791,Apartment,92301112,Pitampura,5,3,1819,"Lift, Parking, Power Backup, Garden, Clubhouse",1997,Affordable yet stylish and comfortable.
PROP-0792,Condo,127121402,Pitampura,2,1,900,"Security, Gym, Swimming Pool, Clubhouse",2016,Spacious and well-lit with modern amenities.
PROP-0793,House,183648585,Vasant Kunj,3,4,1520,"Security, Parking, 24/7 Water Supply",1984,Affordable yet stylish and comfortable.
PROP-0794,Condo,78744406,Preet Vihar,5,1,3445,"Clubhouse, Power Backup, 24/7 Water Supply, Garden",2018,Newly renovated with smart home features.
PROP-0795,Apartment,84788395,Dwarka,6,3,4949,"Gym, Security",1995,"Ideal for families, located in a prime area."
PROP-0796,Apartment,44375704,Preet Vihar,2,2,3611,"Swimming Pool, Power Backup",2002,Spacious and well-lit with modern amenities.
PROP-0797,Condo,142085694,Karol Bagh,3,4,2929,"Clubhouse, Security, Swimming Pool, Garden",1985,Luxury property with top-notch features.
PROP-0798,House,139281020,Dwarka,3,2,4586,"24/7 Water Supply, Swimming Pool, Garden, Clubhouse",2001,Affordable yet stylish and comfortable.
PROP-0799,Apartment,192676933,Karol Bagh,4,1,2694,"Swimming Pool, Gym",2001,Affordable yet stylish and comfortable.
PROP-0800,House,134870499,Lajpat Nagar,6,2,2063,"Power Backup, Clubhouse",2010,"Ideal for families, located in a prime area."
PROP-0801,Villa,74163296,Dwarka,6,2,4376,"Lift, Security, Gym",2008,"Ideal for families, located in a prime area."
PROP-0802,Villa,120754302,Vasant Kunj,2,1,3746,"Swimming Pool, 24/7 Water Supply, Security",2011,"Ideal for families, located in a prime area."
PROP-0803,House,83019753,Vasant Kunj,2,3,3920,"Clubhouse, Swimming Pool, Security, Garden",2003,"Ideal for families, located in a prime area."
PROP-0804,Apartment,196084706,Lajpat Nagar,1,4,2068,"Swimming Pool, Garden, Power Backup",2000,Spacious and well-lit with modern amenities.
PROP-0805,Villa,183485157,Vasant Kunj,2,1,729,"Gym, Swimming Pool",1996,Newly renovated with smart home features.
PROP-0806,Villa,170188192,Greater Kailash,6,4,2330,"Parking, Security",2009,Luxury property with top-notch features.
PROP-0807,Condo,81843839,Vasant Kunj,3,3,700,"Security, Parking",1996,Luxury property with top-notch features.
PROP-0808,Condo,188119644,Greater Kailash,1,4,988,"Gym, Garden, Clubhouse, Swimming Pool, Parking",2010,Newly renovated with smart home features.
PROP-0809,Villa,147412682,Karol Bagh,3,3,2768,"Swimming Pool, Parking, Security",1983,Newly renovated with smart home features.
PROP-0810,Apartment,117420324,Karol Bagh,6,2,4194,"Clubhouse, Garden, Power Backup, Lift",1981,Spacious and well-lit with modern amenities.
PROP-0811,Villa,167229889,Preet Vihar,5,1,836,"Lift, Swimming Pool, Gym, 24/7 Water Supply",2011,Affordable yet stylish and comfortable.
PROP-0812,Apartment,191866231,Chattarpur,6,1,2573,"24/7 Water Supply, Garden, Gym, Clubhouse, Power Backup",1987,"Ideal for families, located in a prime area."
PROP-0813,Apartment,115527442,Greater Kailash,6,4,4488,"Gym, Parking, Power Backup",2016,Spacious and well-lit with modern amenities.
PROP-0814,Villa,71397816,Greater Kailash,2,3,4690,"24/7 Water Supply, Clubhouse, Parking, Lift",1982,Luxury property with top-notch features.
PROP-0815,House,99080375,South Extension,4,3,1282,"Swimming Pool, Clubhouse, 24/7 Water Supply, Lift, Power Backup",2001,Affordable yet stylish and comfortable.
PROP-0816,Villa,166574739,Dwarka,4,2,1544,"Security, Lift",1998,Affordable yet stylish and comfortable.
PROP-0817,Villa,59189899,Saket,4,1,2737,"24/7 Water Supply, Security, Lift, Swimming Pool",2012,Affordable yet stylish and comfortable.
PROP-0818,House,192277559,Lajpat Nagar,6,4,1375,"Power Backup, Gym, Clubhouse",1990,"Ideal for families, located in a prime area."
PROP-0819,Condo,37821657,Chattarpur,4,2,3888,"Power Backup, Parking",1991,Spacious and well-lit with modern amenities.
PROP-0820,Villa,176099416,Lajpat Nagar,5,2,1841,"Lift, Security",2001,Luxury property with top-notch features.
PROP-0821,House,69580961,Preet Vihar,5,1,825,"Gym, Swimming Pool, Garden",1982,Newly renovated with smart home features.
PROP-0822,Villa,186792529,Dwarka,2,3,3166,"Parking, Garden, Gym, Power Backup",2022,Luxury property with top-notch features.
PROP-0823,Villa,137552268,Lajpat Nagar,5,3,1831,"Clubhouse, Power Backup, Swimming Pool",1996,A cozy home with a stunning view.
PROP-0824,House,179165301,Greater Kailash,6,1,3893,"Swimming Pool, Clubhouse, Garden, Security",2003,"Ideal for families, located in a prime area."
PROP-0825,Condo,84127486,Pitampura,6,2,1154,"Power Backup, Security, Parking",1993,Affordable yet stylish and comfortable.
PROP-0826,Condo,14170026,Lajpat Nagar,6,4,2772,"Gym, Garden, Parking",2004,Newly renovated with smart home features.
PROP-0827,Villa,157053649,Vasant Kunj,4,1,1614,"Power Backup, Swimming Pool",1987,Spacious and well-lit with modern amenities.
PROP-0828,Villa,21299961,South Extension,4,3,3303,"Parking, Swimming Pool, Clubhouse, Gym, Lift",1991,"Ideal for families, located in a prime area."
PROP-0829,Villa,4582704,South Extension,4,3,1616,"Power Backup, Gym",2020,Newly renovated with smart home features.
PROP-0830,Condo,54821042,Saket,6,4,3783,"Swimming Pool, Power Backup, Parking, Garden, 24/7 Water Supply",1997,Luxury property with top-notch features.
PROP-0831,Condo,11781760,Preet Vihar,1,1,3206,"Gym, Power Backup, Swimming Pool",2023,Affordable yet stylish and comfortable.
PROP-0832,Condo,193906347,Rohini,4,2,1240,"Lift, Power Backup, 24/7 Water Supply, Security",1992,Luxury property with top-notch features.
PROP-0833,Villa,135478429,South Extension,2,1,4251,"Lift, Gym, Power Backup",2011,Luxury property with top-notch features.
PROP-0834,House,75749624,Karol Bagh,3,2,4491,"Lift, Swimming Pool, Power Backup",1992,Spacious and well-lit with modern amenities.
